participant_id,label,mean,std,min,max,ptp,energy,median,skew
AP04,0,1.3578076525336091,20.370462388051557,-33.0,37.0,70.0,403045.0,1.0,0.047523435835203666
AP04,0,-0.9803516028955532,19.50686318064364,-33.0,36.0,69.0,368890.0,-2.0,0.11688545780212574
AP04,0,-2.815925542916236,19.826476681641974,-41.0,40.0,81.0,387785.0,-6.0,0.30122242958828677
AP04,0,-4.633919338159256,25.240813444415565,-60.0,49.0,109.0,636839.0,-7.0,0.08606719700746751
AP04,0,1.017580144777663,27.977659523394173,-60.0,64.0,124.0,757920.0,-2.0,0.12026581566486365
AP04,0,4.8634953464322646,22.53431214326596,-28.0,64.0,92.0,513911.0,-1.0,0.5740703793681488
AP04,0,4.276111685625646,20.293841383972286,-37.0,39.0,76.0,415931.0,4.0,-0.0709424212968966
AP04,0,3.8821096173733194,20.65090147282965,-37.0,42.0,79.0,426960.0,3.0,-0.03141384951238576
AP04,0,2.543950361944157,22.700556965993268,-36.0,44.0,80.0,504568.0,-1.0,0.2157841108453826
AP04,0,1.360910031023785,22.205141210379132,-36.0,44.0,80.0,478588.0,-3.0,0.2911195246602545
AP04,0,0.953464322647363,22.29321630382434,-38.0,49.0,87.0,481466.0,-3.0,0.30230469031385976
AP04,0,1.3174767321613237,24.369389623326043,-38.0,49.0,87.0,575948.0,-3.0,0.26621875105275883
AP04,0,0.24612202688728024,25.384558794448886,-53.0,56.0,109.0,623170.0,-4.0,0.2155891233762479
AP04,0,0.16752843846949328,24.78363164491486,-53.0,56.0,109.0,593986.0,-3.0,0.13319127056620075
AP04,0,1.892450879007239,22.878366720478716,-47.0,42.0,89.0,509610.0,-2.0,0.18322456844971263
AP04,0,1.235780765253361,22.754029427935734,-31.0,41.0,72.0,502137.0,-3.0,0.24876788419244622
AP04,0,-1.2719751809720785,22.338503969469542,-33.0,42.0,75.0,484106.0,-6.0,0.3072496663587023
AP04,0,0.2419855222337125,22.053975701627603,-33.0,42.0,75.0,470384.0,-5.0,0.27796408279452356
AP04,0,1.4746639089968976,22.13751160654834,-32.0,43.0,75.0,476000.0,-3.0,0.24440336016498754
AP04,0,2.4612202688728027,22.534961823918472,-31.0,43.0,74.0,496924.0,-1.0,0.2444190109686914
AP04,0,1.8366080661840745,22.481572002524924,-28.0,43.0,71.0,492004.0,-4.0,0.3696670408468139
AP04,0,0.3578076525336091,24.38208860259603,-57.0,51.0,108.0,574992.0,-3.0,0.29371374422219415
AP04,0,1.2430196483971045,25.995582521527254,-57.0,51.0,108.0,654964.0,0.0,0.07050236969308912
AP04,0,1.9400206825232678,24.877372906512164,-37.0,44.0,81.0,602100.0,0.0,0.1457611276403475
AP04,0,1.5243019648397105,23.74866629693053,-36.0,42.0,78.0,547634.0,-3.0,0.31855168624694813
AP04,0,3.0517063081695968,22.0540704041335,-36.0,49.0,85.0,479337.0,0.0,0.23548173101129052
AP04,0,1.0548086866597726,21.888267910448107,-61.0,49.0,110.0,464362.0,1.0,-0.30205831601002897
AP04,0,-5.78076525336091,25.216406123404422,-61.0,46.0,107.0,647198.0,-4.0,-0.12416889642724441
AP04,0,-4.047569803516029,26.688478467787974,-49.0,42.0,91.0,704612.0,-8.0,0.1825352079266666
AP04,0,-0.3764219234746639,23.887555062984795,-35.0,42.0,77.0,551922.0,-6.0,0.29141669506774287
AP04,0,-1.2337125129265771,21.814797710357638,-32.0,41.0,73.0,461653.0,-7.0,0.3985899548346049
AP04,0,0.5139607032057911,21.77665993256353,-31.0,41.0,72.0,458829.0,-4.0,0.3042259509137666
AP04,0,2.3547052740434333,21.059902157762327,-31.0,41.0,72.0,434245.0,-2.0,0.30050374793897183
AP04,1,2.0527404343329887,19.979573597952406,-27.0,41.0,68.0,390085.0,-4.0,0.43020144396577226
AP04,1,1.3640124095139607,27.876182649020325,-86.0,54.0,140.0,753237.0,-1.0,-0.46696235202348046
AP04,0,4.011375387797311,38.712245174406576,-86.0,108.0,194.0,1464743.0,2.0,0.199914750299626
AP04,0,-0.13857290589451912,49.16278840163146,-84.0,108.0,192.0,2337238.0,-8.0,0.293525278379077
AP04,0,-4.745604963805584,54.80513018450871,-108.0,93.0,201.0,2926261.0,-13.0,0.10665306231750941
AP04,0,-8.722854188210961,58.88231409390426,-108.0,113.0,221.0,3426289.0,-9.0,0.14516623206210524
AP04,0,-2.7466390899689763,63.79292805379263,-102.0,113.0,215.0,3942538.0,-2.0,0.04379806321602944
AP04,0,2.4963805584281284,64.73118175778993,-102.0,109.0,211.0,4057878.0,4.0,-0.004517730486450968
AP04,0,-1.3019648397104446,62.556859978494614,-92.0,109.0,201.0,3785859.0,-8.0,0.1588183321462308
AP04,0,-1.9917269906928645,55.59171162188294,-94.0,96.0,190.0,2992290.0,-7.0,0.12156348674091338
AP04,0,-1.0982419855222336,53.13092516515451,-104.0,96.0,200.0,2730906.0,-7.0,0.09885373904862021
AP04,0,-3.669079627714581,56.741144710717585,-105.0,96.0,201.0,3126330.0,-9.0,0.07466589169465294
AP04,0,-7.411582213029989,49.84464168114597,-105.0,86.0,191.0,2455619.0,-18.0,0.13184599799132912
AP04,0,-4.609100310237849,42.288028967031735,-84.0,73.0,157.0,1749807.0,-15.0,0.2101678535943397
AP04,0,-4.755946225439503,50.3775241174468,-99.0,74.0,173.0,2476017.0,-9.0,-0.030678068299888773
AP04,0,0.07135470527404343,54.88193661321638,-99.0,79.0,178.0,2912635.0,4.0,-0.16507495965432745
AP04,0,3.7952430196483973,51.362686874982174,-96.0,79.0,175.0,2564996.0,4.0,-0.09711099945446032
AP04,0,-0.6742502585315409,50.78684279482863,-82.0,77.0,159.0,2494626.0,-3.0,0.018735510868329436
AP04,0,-3.327817993795243,52.71471169469463,-89.0,77.0,166.0,2697848.0,-1.0,-0.07277584946022427
AP04,0,-0.9669079627714581,54.67087706847407,-89.0,80.0,169.0,2891175.0,6.0,-0.17514352314753104
AP04,0,-3.59358841778697,55.90129504994314,-94.0,80.0,174.0,3034319.0,0.0,-0.09179070897806337
AP04,0,-4.709410548086867,52.67002648697441,-94.0,80.0,174.0,2704032.0,-5.0,-0.04439613563237272
AP04,0,4.5904860392967946,52.554554631197455,-91.0,131.0,222.0,2691213.0,9.0,-0.05032481501944791
AP04,0,6.656670113753878,51.37084601752358,-91.0,134.0,225.0,2594727.0,5.0,0.09847603246703557
AP04,0,2.9762150982419855,48.34581621129975,-82.0,134.0,216.0,2268752.0,-4.0,0.2238626781724063
AP04,0,1.3371251292657704,51.55148325969809,-75.0,86.0,161.0,2571585.0,-6.0,0.10496016691192063
AP04,0,0.01344364012409514,55.218573164931726,-74.0,87.0,161.0,2948471.0,-6.0,0.1264284746287099
AP04,0,0.6970010341261634,55.90418954598282,-97.0,87.0,184.0,3022614.0,5.0,-0.01550158192099813
AP04,0,5.307135470527404,55.01249064489591,-97.0,87.0,184.0,2953740.0,8.0,-0.11875055758331442
AP04,0,5.023784901758014,53.74737388497981,-78.0,102.0,180.0,2817856.0,1.0,0.08263244592788413
AP04,0,-4.945191313340228,58.24933121070066,-147.0,137.0,284.0,3304664.0,-12.0,0.29240086580517594
AP04,0,1.9927611168562565,68.19014225572542,-147.0,137.0,284.0,4500289.0,-6.0,0.13888663646124605
